STRG.109515.1.p1	XM_040695128.2	STRG.109515
STRG.12323.5.p1	KAK4824575.1	STRG.12323
STRG.91124.2.p1	XM_061360385.1	STRG.91124
STRG.49949.1.p1	100-XM_048947294.1	STRG.49949
STRG.99296.1.p1	XM_040693437.2	STRG.99296
STRG.90381.1.p1	KAK4826018.1	STRG.90381
STRG.86058.1.p1	XM_040655252.2	STRG.86058
STRG.89425.3.p1	14-AAC60281.1	STRG.89425
STRG.79101.1.p1	KAK4826714.1	STRG.79101
STRG.50381.5.p7	XM_059850805.1	STRG.50381
STRG.105794.12.p1	XM_059835026.1	STRG.105794
STRG.65639.1.p2	9-SFW04955.1	STRG.65639
STRG.74056.1.p1	NM_205287.1	STRG.74056
STRG.54344.1.p1	27-XM_040659592.1	STRG.54344
STRG.2134.11.p1	2-PKU28520.1	STRG.2134
STRG.21693.1.p1	60-XM_052665711.1	STRG.21693
STRG.90884.11.p1	XM_031611588.1	STRG.90884
STRG.84662.1.p2	210-EPP37534.1	STRG.84662
STRG.28597.1.p1	4-XM_046939479.1	STRG.28597
STRG.96105.1.p2	TFK01336.1	STRG.96105
STRG.66885.1.p2	5-XM_046902431.1	STRG.66885
STRG.19467.1.p1	101-XM_048947294.1	STRG.19467
STRG.9132.12.p5	79-AAA49027.1	STRG.9132
STRG.84586.1.p2	211-EPP37534.1	STRG.84586
STRG.33903.2.p1	27-XM_046923367.1	STRG.33903
STRG.73291.1.p4	2-PKU48216.1	STRG.73291
STRG.12803.1.p1	10-XM_040655257.2	STRG.12803
STRG.102382.1.p2	XM_039500035.1	STRG.102382
STRG.14738.1.p2	2-KAK4819472.1	STRG.14738
STRG.20996.1.p1	5-KAK4819456.1	STRG.20996
STRG.18846.1.p1	2-KFV07171.1	STRG.18846
STRG.32285.1.p5	XM_031613876.1	STRG.32285
STRG.96642.2.p8	XM_040674683.2	STRG.96642
STRG.14670.1.p1	2-PKU49230.1	STRG.14670
STRG.88934.1.p2	74-MCQ4078419.1	STRG.88934
STRG.49785.1.p2	2-EPP30060.1	STRG.49785
STRG.58092.3.p1	2-XM_048928361.1	STRG.58092
STRG.95178.1.p3	7-SGA02777.1	STRG.95178
STRG.79574.1.p1	40-SFW04942.1	STRG.79574
STRG.18932.1.p1	20-MCQ4187459.1	STRG.18932
STRG.14111.1.p1	XM_046912341.1	STRG.14111
STRG.79015.1.p1	35-SGA02269.1	STRG.79015
STRG.40235.1.p1	61-XM_052665711.1	STRG.40235
STRG.110332.1.p1	40-SGA02415.1	STRG.110332
STRG.86.1.p1	3-XM_021404247.1	STRG.86
STRG.64854.1.p1	2-XM_042877271.1	STRG.64854
STRG.85197.1.p1	36-SGA02269.1	STRG.85197
STRG.80620.1.p1	80-AAA49027.1	STRG.80620
STRG.78240.1.p1	9-XM_021386420.1	STRG.78240
STRG.6753.14.p1	KAK4815575.1	STRG.6753
STRG.87524.1.p2	10-KAK4810514.1	STRG.87524
STRG.15425.1.p1	KAK4821667.1	STRG.15425
STRG.2794.1.p2	XM_040695204.2	STRG.2794
STRG.93936.1.p1	18-XM_025144565.3	STRG.93936
STRG.71184.1.p1	KAK4817308.1	STRG.71184
STRG.59756.1.p1	EPJ32949.1	STRG.59756
STRG.57591.1.p1	47-SFW04806.1	STRG.57591
STRG.25945.1.p1	41-XM_052705648.1	STRG.25945
STRG.2235.1.p1	PKU34566.1	STRG.2235
STRG.87186.2.p1	XM_046905649.1	STRG.87186
STRG.86028.1.p1	62-XM_052665711.1	STRG.86028
STRG.88838.1.p3	81-AAA49027.1	STRG.88838
STRG.29170.12.p1	102-XM_048947294.1	STRG.29170
STRG.86114.1.p1	19-XM_025144565.3	STRG.86114
STRG.49775.1.p1	3-EPP37306.1	STRG.49775
STRG.72015.1.p1	8-KAK4816622.1	STRG.72015
STRG.90199.1.p2	KAG8509103.1	STRG.90199
STRG.99506.1.p1	2-XM_046934051.1	STRG.99506
STRG.47119.1.p1	XM_040066773.1	STRG.47119
STRG.110881.1.p1	50-MCQ4179290.1	STRG.110881
STRG.37927.1.p2	XM_031603906.1	STRG.37927
STRG.91905.1.p2	XM_005315293.3	STRG.91905
STRG.96644.1.p1	20-XM_025144565.3	STRG.96644
STRG.13088.1.p1	4-KAK4811060.1	STRG.13088
STRG.89525.1.p1	2-KAK4812332.1	STRG.89525
STRG.107880.1.p1	35-SGA34061.1	STRG.107880
STRG.78230.1.p1	48-SFW04806.1	STRG.78230
STRG.86653.1.p1	22-MCQ4179288.1	STRG.86653
STRG.76900.2.p1	XM_027910651.1	STRG.76900
STRG.93926.1.p1	XM_031557497.1	STRG.93926
STRG.97880.1.p2	KAK2500726.1	STRG.97880
STRG.59746.1.p1	2-EPP37217.1	STRG.59746
STRG.50241.10.p1	XM_040703217.2	STRG.50241
STRG.105310.1.p2	POI19075.1	STRG.105310
STRG.17454.25.p1	103-XM_048947294.1	STRG.17454
STRG.111492.1.p1	104-XM_048947294.1	STRG.111492
STRG.68768.2.p2	3-SGA02448.1	STRG.68768
STRG.18902.1.p1	42-XM_052705648.1	STRG.18902
STRG.9061.1.p1	4-NXD04076.1	STRG.9061
STRG.90265.1.p1	4-XM_025155900.2	STRG.90265
STRG.29144.3.p1	49-SFW04806.1	STRG.29144
STRG.86403.5.p1	KAK4821656.1	STRG.86403
STRG.18826.1.p1	17-KFV05530.1	STRG.18826
STRG.104297.1.p3	EPP28810.1	STRG.104297
STRG.102286.1.p2	XM_021552683.1	STRG.102286
STRG.90189.1.p1	PKU44843.1	STRG.90189
STRG.96360.3.p1	XM_046904762.1	STRG.96360
STRG.99266.1.p1	UBS90554.1	STRG.99266
STRG.20187.1.p1	7-XM_048932170.1	STRG.20187
STRG.86549.22.p1	41-SFW04942.1	STRG.86549
STRG.106941.48.p1	KAK4830060.1	STRG.106941
STRG.87418.1.p1	3-XM_048929620.1	STRG.87418
STRG.34863.14.p1	XM_032441882.1	STRG.34863
STRG.110312.1.p7	66-SGA33918.1	STRG.110312
STRG.16972.4.p2	2-KAK4817104.1	STRG.16972
STRG.89285.1.p1	2-KAK4824542.1	STRG.89285
STRG.78220.1.p1	XM_046944195.1	STRG.78220
STRG.66931.1.p1	KAK4827897.1	STRG.66931
STRG.62594.19.p2	KAK4832072.1	STRG.62594
STRG.107794.1.p3	58-XM_040695137.1	STRG.107794
STRG.77513.1.p2	KAK4810201.1	STRG.77513
STRG.65994.1.p1	2-XM_042866609.1	STRG.65994
STRG.97149.1.p1	8-SGA23176.1	STRG.97149
STRG.2215.1.p1	6-CAA42505.1	STRG.2215
STRG.18576.1.p1	3-XM_048939836.1	STRG.18576
STRG.10292.1.p1	KFV11046.1	STRG.10292
STRG.111396.1.p5	67-SGA33918.1	STRG.111396
STRG.63270.1.p1	7-EPP37096.1	STRG.63270
STRG.109332.1.p1	68-SGA33918.1	STRG.109332
STRG.39081.1.p7	XM_052668364.1	STRG.39081
STRG.90409.1.p2	XM_048929506.1	STRG.90409
STRG.49755.1.p1	17-SGA31375.1	STRG.49755
STRG.18586.1.p2	XM_041714539.1	STRG.18586
STRG.92352.1.p1	XM_010728105.3	STRG.92352
STRG.29168.1.p1	28-XM_040659592.1	STRG.29168
STRG.54150.1.p1	2-SGA02350.1	STRG.54150
STRG.78837.1.p1	105-XM_048947294.1	STRG.78837
STRG.80238.11.p1	5-KAK4811060.1	STRG.80238
STRG.71144.1.p1	XM_040651933.1	STRG.71144
STRG.85243.1.p3	212-EPP37534.1	STRG.85243
STRG.47513.17.p1	29-XM_040659592.1	STRG.47513
STRG.109871.1.p1	59-XM_040695137.1	STRG.109871
STRG.89351.1.p2	2-KAK4828861.1	STRG.89351
STRG.96693.5.p1	SGA02380.1	STRG.96693
STRG.28633.1.p1	5-XM_046939479.1	STRG.28633
STRG.84622.1.p2	213-EPP37534.1	STRG.84622
STRG.19273.1.p1	XM_046905137.1	STRG.19273
STRG.111462.1.p6	50-XM_048959965.1	STRG.111462
STRG.90159.1.p1	4-XM_040648673.1	STRG.90159
STRG.107225.1.p1	41-SGA02415.1	STRG.107225
STRG.95128.1.p1	3-XM_040693592.1	STRG.95128
STRG.34523.31.p1	XM_040657267.2	STRG.34523
STRG.16555.1.p1	XM_031601125.1	STRG.16555
STRG.108615.1.p1	42-SGA02415.1	STRG.108615
STRG.64802.29.p1	18-SGA31375.1	STRG.64802
STRG.99322.1.p1	2-XM_040693521.1	STRG.99322
STRG.90169.1.p1	XM_032441623.1	STRG.90169
STRG.85223.1.p2	4-EPP36433.1	STRG.85223
STRG.110851.1.p1	36-SGA34061.1	STRG.110851
STRG.87244.1.p1	XM_040655877.1	STRG.87244
STRG.109929.1.p1	69-SGA33918.1	STRG.109929
STRG.65854.3.p1	XM_031602828.1	STRG.65854
STRG.89341.1.p1	XM_046942289.1	STRG.89341
STRG.57541.1.p3	KAK4824080.1	STRG.57541
STRG.102881.1.p2	XM_040656923.2	STRG.102881
STRG.84296.1.p2	214-EPP37534.1	STRG.84296
STRG.86623.1.p1	14-KFU97725.1	STRG.86623
STRG.96352.2.p1	XM_052674375.1	STRG.96352
STRG.16391.1.p1	3-SFW04802.1	STRG.16391
STRG.49615.3.p2	XM_040679841.2	STRG.49615
STRG.43606.1.p1	82-AAA49027.1	STRG.43606
STRG.14899.2.p2	43-XM_052705648.1	STRG.14899
STRG.65898.1.p1	11-KAK4810514.1	STRG.65898
STRG.81019.1.p1	83-AAA49027.1	STRG.81019
STRG.90311.1.p1	XM_040685305.2	STRG.90311
STRG.49649.1.p1	2-XM_040674227.2	STRG.49649
STRG.90762.2.p1	XM_030970322.1	STRG.90762
STRG.77483.29.p1	XM_040654957.1	STRG.77483
STRG.63174.1.p2	KAK4832689.1	STRG.63174
STRG.49690.68.p1	4-EPP29195.1	STRG.49690
STRG.111881.3.p1	8-XM_040650950.1	STRG.111881
STRG.96440.1.p1	KAI3486482.1	STRG.96440
STRG.80168.1.p1	12-MCQ4187465.1	STRG.80168
STRG.85137.1.p2	215-EPP37534.1	STRG.85137
STRG.20201.2.p1	2-SFW05026.1	STRG.20201
STRG.78469.2.p1	21-XM_025144565.3	STRG.78469
STRG.80254.1.p1	3-XM_048952169.1	STRG.80254
STRG.80707.5.p1	XM_046937689.1	STRG.80707
STRG.57531.1.p2	2-PKU34571.1	STRG.57531
STRG.86297.1.p1	18-KFV05530.1	STRG.86297
STRG.91287.2.p2	XM_054183752.1	STRG.91287
STRG.57455.1.p1	19-SGA31375.1	STRG.57455
STRG.70187.1.p1	POI19610.1	STRG.70187
STRG.111442.1.p1	4-XM_046934365.1	STRG.111442
STRG.100139.1.p1	3-XM_040693546.1	STRG.100139
STRG.63154.1.p1	7-KAK4825802.1	STRG.63154
STRG.70273.1.p2	2-XM_046931717.1	STRG.70273
STRG.51865.1.p1	XM_040676075.1	STRG.51865
STRG.25998.3.p1	2-KFW63644.1	STRG.25998
STRG.110821.1.p1	37-SGA34061.1	STRG.110821
STRG.110591.1.p1	43-SGA02415.1	STRG.110591
STRG.11652.1.p1	KFV00708.1	STRG.11652
STRG.63164.1.p1	8-KAK4825802.1	STRG.63164
STRG.88595.6.p1	KAK4816381.1	STRG.88595
STRG.96268.1.p1	XM_015850626.2	STRG.96268
STRG.92322.1.p1	3-XM_031610520.1	STRG.92322
STRG.75925.1.p3	KAK4823442.1	STRG.75925
STRG.20223.1.p1	11-XM_040655257.2	STRG.20223
STRG.49012.1.p2	XM_010712184.1	STRG.49012
STRG.42032.1.p1	75-MCQ4078419.1	STRG.42032
STRG.107590.1.p1	42-SFW04942.1	STRG.107590
STRG.97820.1.p1	XM_030942527.1	STRG.97820
STRG.43535.7.p1	50-SFW04806.1	STRG.43535
STRG.84506.1.p2	216-EPP37534.1	STRG.84506
STRG.86603.1.p1	106-XM_048947294.1	STRG.86603
STRG.61922.1.p3	XM_041718993.1	STRG.61922
STRG.66016.1.p1	XM_030576107.1	STRG.66016
STRG.69185.2.p6	11-EPP29996.1	STRG.69185
STRG.102072.1.p2	XM_005534206.2	STRG.102072
STRG.108990.1.p1	KAK4817052.1	STRG.108990
STRG.79340.1.p1	EPP36348.1	STRG.79340
STRG.85107.1.p2	217-EPP37534.1	STRG.85107
STRG.20127.1.p1	13-KAK4810673.1	STRG.20127
STRG.58046.1.p1	2-XM_040681001.2	STRG.58046
STRG.90548.3.p1	XM_049793138.1	STRG.90548
STRG.8150.1.p5	28-XM_046923367.1	STRG.8150
STRG.48854.1.p1	2-KAJ7419772.1	STRG.48854
STRG.110022.1.p1	44-SGA02415.1	STRG.110022
STRG.19137.1.p1	107-XM_048947294.1	STRG.19137
STRG.84256.1.p2	218-EPP37534.1	STRG.84256
STRG.89225.1.p1	44-XM_052705648.1	STRG.89225
STRG.10563.4.p1	51-SFW04806.1	STRG.10563
STRG.107580.1.p1	60-XM_040695137.1	STRG.107580
STRG.29319.6.p1	23-MCQ4179288.1	STRG.29319
STRG.23384.1.p1	29-XM_046923367.1	STRG.23384
STRG.2484.1.p1	2-XM_040702900.2	STRG.2484
STRG.36776.1.p1	84-AAA49027.1	STRG.36776
STRG.107734.1.p4	51-XM_048959965.1	STRG.107734
STRG.20031.10.p1	EOB05412.1	STRG.20031
STRG.102206.1.p1	KAG8147357.1	STRG.102206
STRG.55270.1.p1	2-XM_040706073.1	STRG.55270
STRG.104786.1.p1	XM_054811410.1	STRG.104786
STRG.18286.1.p1	45-XM_052705648.1	STRG.18286
STRG.91018.15.p1	2-XM_021383975.1	STRG.91018
STRG.79090.1.p1	3-XM_032448407.1	STRG.79090
STRG.70271.16.p1	XM_048950367.1	STRG.70271
STRG.61037.1.p2	AY325274.1	STRG.61037
STRG.54717.1.p1	KAK4821804.1	STRG.54717
STRG.18602.1.p1	10-XM_021386420.1	STRG.18602
STRG.65826.2.p1	20-SGA31375.1	STRG.65826
STRG.49541.1.p1	108-XM_048947294.1	STRG.49541
STRG.74361.1.p1	21-SGA31375.1	STRG.74361
STRG.38919.2.p1	85-AAA49027.1	STRG.38919
STRG.12228.28.p1	2-PKU32234.1	STRG.12228
STRG.108980.1.p5	6-XM_040695115.1	STRG.108980
STRG.84320.2.p2	219-EPP37534.1	STRG.84320
STRG.110571.1.p1	61-XM_040695137.1	STRG.110571
STRG.67252.1.p1	KAJ7401715.1	STRG.67252
STRG.41864.1.p1	24-MCQ4179288.1	STRG.41864
STRG.103462.1.p1	Q92154.1	STRG.103462
STRG.79937.1.p1	46-XM_052705648.1	STRG.79937
STRG.42012.1.p2	XM_019615117.2	STRG.42012
STRG.21852.22.p1	5-XM_046901945.1	STRG.21852
STRG.4801.1.p1	10-SGA23301.1	STRG.4801
STRG.79148.1.p1	43-SFW04942.1	STRG.79148
STRG.75008.2.p1	4-XM_040674744.1	STRG.75008
STRG.14330.1.p2	3-KAK4827280.1	STRG.14330
STRG.79080.1.p1	76-MCQ4078419.1	STRG.79080
STRG.33752.4.p2	12-XM_048932098.1	STRG.33752
STRG.109032.1.p1	70-SGA33918.1	STRG.109032
STRG.77292.5.p2	XM_031610391.1	STRG.77292
STRG.97318.32.p1	XM_040654259.2	STRG.97318
STRG.3305.1.p1	KAK4828375.1	STRG.3305
STRG.110475.1.p1	KAF1479715.1	STRG.110475
STRG.108325.1.p1	45-SGA02415.1	STRG.108325
STRG.84939.1.p1	220-EPP37534.1	STRG.84939
STRG.87743.1.p1	2-KAK4807145.1	STRG.87743
STRG.75809.1.p1	XM_053999883.1	STRG.75809
STRG.67156.1.p1	XM_015880771.2	STRG.67156
STRG.84871.1.p2	221-EPP37534.1	STRG.84871
STRG.98249.1.p1	NXS60068.1	STRG.98249
STRG.38084.1.p2	KFO72568.1	STRG.38084
STRG.96084.1.p3	NM_204452.1	STRG.96084
STRG.80204.1.p1	2-XM_052697554.1	STRG.80204
STRG.68546.1.p2	XM_021416934.1	STRG.68546
STRG.84312.1.p2	222-EPP37534.1	STRG.84312
STRG.69177.1.p6	12-EPP29996.1	STRG.69177
STRG.109571.1.p1	52-XM_048959965.1	STRG.109571
STRG.84236.1.p2	223-EPP37534.1	STRG.84236
STRG.109495.1.p2	7-XM_040695115.1	STRG.109495
STRG.109012.1.p3	71-SGA33918.1	STRG.109012
STRG.106030.3.p3	KAI6057849.1	STRG.106030
STRG.83615.1.p1	109-XM_048947294.1	STRG.83615
STRG.65838.1.p1	5-POI19488.1	STRG.65838
STRG.79070.1.p1	3-XM_054053185.1	STRG.79070
STRG.77578.2.p1	XM_046934211.1	STRG.77578
STRG.100472.2.p2	XM_040694204.1	STRG.100472
STRG.105247.3.p1	XM_061444089.1	STRG.105247
STRG.68448.2.p3	KAK4814838.1	STRG.68448
STRG.85482.1.p2	224-EPP37534.1	STRG.85482
STRG.73600.3.p1	XM_040539298.1	STRG.73600
STRG.78287.1.p1	22-XM_025144565.3	STRG.78287
STRG.18158.2.p1	XM_040662833.2	STRG.18158
STRG.56446.2.p1	XM_032446482.1	STRG.56446
STRG.15480.1.p1	PKU44273.1	STRG.15480
STRG.84929.1.p2	225-EPP37534.1	STRG.84929
STRG.84699.1.p1	226-EPP37534.1	STRG.84699
STRG.5162.1.p1	2-XM_021395655.1	STRG.5162
STRG.75569.1.p1	86-AAA49027.1	STRG.75569
STRG.48738.1.p1	6-SGA33940.1	STRG.48738
STRG.24051.1.p1	63-XM_052665711.1	STRG.24051
STRG.82688.1.p2	PKU47526.1	STRG.82688
STRG.84861.1.p2	227-EPP37534.1	STRG.84861
STRG.28796.1.p1	87-AAA49027.1	STRG.28796
STRG.101421.1.p1	2-KAK4806088.1	STRG.101421
STRG.10751.1.p1	4-XM_010719477.3	STRG.10751
STRG.10106.1.p1	77-MCQ4078419.1	STRG.10106
STRG.32398.1.p1	51-MCQ4179290.1	STRG.32398
STRG.37367.1.p1	52-MCQ4179290.1	STRG.37367
STRG.84302.1.p2	228-EPP37534.1	STRG.84302
STRG.98171.1.p4	XM_030474365.1	STRG.98171
STRG.93356.1.p2	8-SGA02777.1	STRG.93356
STRG.107618.1.p4	53-XM_048959965.1	STRG.107618
STRG.84226.1.p2	229-EPP37534.1	STRG.84226
STRG.46389.2.p1	44-SFW04942.1	STRG.46389
STRG.106843.1.p1	3-EPJ32512.1	STRG.106843
STRG.15418.3.p1	24-AAR28760.1	STRG.15418
STRG.105872.3.p2	XM_042893444.1	STRG.105872
STRG.99715.1.p1	52-SFW04806.1	STRG.99715
STRG.102022.1.p1	NWU46487.1	STRG.102022
STRG.12213.1.p1	XM_048929850.1	STRG.12213
STRG.86247.1.p1	37-SGA02269.1	STRG.86247
STRG.103216.3.p2	XM_034072278.1	STRG.103216
STRG.84082.1.p2	230-EPP37534.1	STRG.84082
STRG.8841.13.p1	XM_048943321.1	STRG.8841
STRG.79060.1.p1	4-XM_048952169.1	STRG.79060
STRG.98940.1.p1	53-SFW04806.1	STRG.98940
STRG.110369.1.p4	72-SGA33918.1	STRG.110369
STRG.91960.1.p2	XM_057421349.1	STRG.91960
STRG.85472.1.p2	231-EPP37534.1	STRG.85472
STRG.78277.1.p1	11-XM_021386420.1	STRG.78277
STRG.24109.1.p1	11-XM_048930342.1	STRG.24109
STRG.108075.1.p1	73-SGA33918.1	STRG.108075
STRG.87723.1.p1	13-XM_048932098.1	STRG.87723
STRG.99012.1.p4	XM_046934124.1	STRG.99012
STRG.48685.15.p2	XM_040672936.2	STRG.48685
STRG.75559.1.p1	64-XM_052665711.1	STRG.75559
STRG.108043.2.p2	74-SGA33918.1	STRG.108043
STRG.14687.1.p1	2-KAK4823264.1	STRG.14687
STRG.102555.12.p1	XM_048290371.1	STRG.102555
STRG.75491.1.p1	47-XM_052705648.1	STRG.75491
STRG.41680.1.p1	2-KAK4831245.1	STRG.41680
STRG.45942.1.p1	78-MCQ4078419.1	STRG.45942
STRG.32474.1.p1	110-XM_048947294.1	STRG.32474
STRG.99389.1.p1	XM_040693525.1	STRG.99389
STRG.95970.2.p1	KAI6060845.1	STRG.95970
STRG.65808.1.p1	22-SGA31375.1	STRG.65808
STRG.67864.7.p1	3-XM_046930914.1	STRG.67864
STRG.65856.19.p1	23-SGA31375.1	STRG.65856
STRG.24235.10.p1	3-HDW9663096.1	STRG.24235
STRG.88248.1.p1	4-KAK4821017.1	STRG.88248
STRG.35988.7.p1	19-KFV05530.1	STRG.35988
STRG.79118.1.p1	2-KAK4829134.1	STRG.79118
STRG.13277.1.p4	2-KAK4816718.1	STRG.13277
STRG.53816.1.p1	4-XM_040655204.1	STRG.53816
STRG.51006.1.p1	XM_048945503.1	STRG.51006
STRG.33075.1.p3	KFZ47550.1	STRG.33075
STRG.89724.1.p2	2-SFW05316.1	STRG.89724
STRG.95982.1.p1	NWZ29941.1	STRG.95982
STRG.89494.1.p1	11-SGA02300.1	STRG.89494
STRG.51140.33.p1	45-SFW04942.1	STRG.51140
STRG.19492.1.p1	53-MCQ4179290.1	STRG.19492
STRG.91315.1.p3	XM_030006696.2	STRG.91315
STRG.18898.7.p1	3-KAK4829134.1	STRG.18898
STRG.10079.5.p1	15-AAC60281.1	STRG.10079
STRG.109379.1.p1	62-XM_040695137.1	STRG.109379
STRG.47485.4.p1	79-MCQ4078419.1	STRG.47485
STRG.25421.1.p1	38-SGA02269.1	STRG.25421
STRG.111046.1.p2	75-SGA33918.1	STRG.111046
STRG.72763.1.p2	10-SFW04955.1	STRG.72763
STRG.45389.11.p1	XM_009461481.1	STRG.45389
STRG.84206.1.p2	232-EPP37534.1	STRG.84206
STRG.99379.1.p1	4-XM_046934115.1	STRG.99379
STRG.35145.9.p2	XM_040695145.1	STRG.35145
STRG.92399.1.p1	XM_054654164.1	STRG.92399
STRG.94802.1.p3	WP_304468766.1	STRG.94802
STRG.25269.1.p1	6-KAK4811060.1	STRG.25269
STRG.72731.2.p1	11-EPP29463.1	STRG.72731
STRG.10305.20.p1	25-AAR28760.1	STRG.10305
STRG.92561.1.p2	XM_027670476.1	STRG.92561
STRG.85366.1.p1	233-EPP37534.1	STRG.85366
STRG.16301.1.p1	KFP46699.1	STRG.16301
STRG.38593.1.p1	5-XM_040655204.1	STRG.38593
STRG.79040.1.p1	88-AAA49027.1	STRG.79040
STRG.35951.1.p1	KAK4827927.1	STRG.35951
STRG.110511.1.p1	38-SGA34061.1	STRG.110511
STRG.84745.1.p1	234-EPP37534.1	STRG.84745
STRG.26901.11.p1	89-AAA49027.1	STRG.26901
STRG.55028.1.p1	KAI4789120.1	STRG.55028
STRG.107424.1.p5	63-XM_040695137.1	STRG.107424
STRG.102541.1.p2	KAI6061881.1	STRG.102541
STRG.37183.1.p1	111-XM_048947294.1	STRG.37183
STRG.29093.3.p1	112-XM_048947294.1	STRG.29093
STRG.83894.1.p1	54-SFW04806.1	STRG.83894
STRG.11795.1.p1	113-XM_048947294.1	STRG.11795
STRG.54407.1.p1	21-MCQ4187459.1	STRG.54407
STRG.102389.1.p2	XM_049792621.1	STRG.102389
STRG.54177.1.p1	90-AAA49027.1	STRG.54177
STRG.38803.1.p1	XM_021410708.1	STRG.38803
STRG.46435.2.p3	26-AAR28760.1	STRG.46435
STRG.88253.12.p1	XM_048932519.1	STRG.88253
STRG.56504.1.p1	XM_040680124.2	STRG.56504
STRG.3804.1.p1	48-XM_052705648.1	STRG.3804
STRG.85432.1.p2	235-EPP37534.1	STRG.85432
STRG.94003.1.p1	XM_040694783.1	STRG.94003
STRG.66948.1.p2	KAK4810817.1	STRG.66948
STRG.87549.16.p3	4-XM_040655884.1	STRG.87549
STRG.23216.2.p1	8-QKK36238.1	STRG.23216
STRG.91768.1.p1	XM_041712015.1	STRG.91768
STRG.2953.1.p1	XM_031589606.1	STRG.2953
STRG.82638.1.p1	30-XM_046923367.1	STRG.82638
STRG.110501.1.p1	76-SGA33918.1	STRG.110501
STRG.7692.1.p1	15-KFU97725.1	STRG.7692
STRG.75519.1.p2	RLV76663.1	STRG.75519
STRG.91930.1.p2	XM_030474263.1	STRG.91930
STRG.84811.1.p2	236-EPP37534.1	STRG.84811
STRG.110271.1.p1	KAK4829020.1	STRG.110271
STRG.76312.1.p1	XM_031604661.1	STRG.76312
STRG.107897.1.p2	8-XM_040695115.1	STRG.107897
STRG.79444.26.p1	46-SFW04942.1	STRG.79444
STRG.109349.1.p2	2-XM_046905848.1	STRG.109349
STRG.91141.1.p1	2-XM_040695369.1	STRG.91141
STRG.109511.1.p2	54-XM_048959965.1	STRG.109511
STRG.83960.1.p1	47-SFW04942.1	STRG.83960
STRG.80000.1.p1	12-SGA02300.1	STRG.80000
STRG.55104.1.p1	49-XM_052705648.1	STRG.55104
STRG.23074.1.p1	30-XM_040659592.1	STRG.23074
STRG.18919.1.p1	80-MCQ4078419.1	STRG.18919
STRG.108728.1.p1	XM_055810101.1	STRG.108728
STRG.105065.2.p1	NXV06674.1	STRG.105065
STRG.99435.1.p1	11-SGA23301.1	STRG.99435
STRG.19136.5.p1	XM_048930338.1	STRG.19136
STRG.42584.16.p2	KAK4812739.1	STRG.42584
STRG.92379.1.p1	2-XM_021383316.1	STRG.92379
STRG.51449.1.p1	2-XM_021398478.1	STRG.51449
STRG.37589.10.p2	25-MCQ4179288.1	STRG.37589
STRG.76775.1.p2	PKU32332.1	STRG.76775
STRG.94706.1.p1	2-XM_025145376.2	STRG.94706
STRG.106573.1.p1	XM_040649242.2	STRG.106573
STRG.65975.145.p1	XM_040661805.2	STRG.65975
STRG.85422.1.p2	237-EPP37534.1	STRG.85422
STRG.14059.6.p1	114-XM_048947294.1	STRG.14059
STRG.110405.1.p1	3-SGA02784.1	STRG.110405
STRG.46087.3.p1	81-MCQ4078419.1	STRG.46087
STRG.26639.1.p1	XM_041713946.1	STRG.26639
STRG.55643.1.p1	XM_040702951.2	STRG.55643
STRG.9693.1.p1	91-AAA49027.1	STRG.9693
STRG.84639.1.p1	238-EPP37534.1	STRG.84639
STRG.7912.1.p1	82-MCQ4078419.1	STRG.7912
STRG.27309.9.p1	83-MCQ4078419.1	STRG.27309
STRG.5102.1.p2	92-AAA49027.1	STRG.5102
STRG.5026.1.p1	KAK4806205.1	STRG.5026
STRG.112196.1.p1	31-XM_046923367.1	STRG.112196
STRG.37307.1.p1	50-XM_052705648.1	STRG.37307
STRG.281.1.p2	2-KFM11478.1	STRG.281
STRG.6152.3.p1	22-MCQ4187459.1	STRG.6152
STRG.14723.1.p1	2-KAK4819889.1	STRG.14723
STRG.105163.1.p2	XM_054808332.1	STRG.105163
STRG.82001.1.p1	32-XM_046923367.1	STRG.82001
STRG.25788.1.p4	XM_031607483.1	STRG.25788
STRG.49694.1.p1	XM_015875542.2	STRG.49694
STRG.27172.1.p1	12-XM_040655257.2	STRG.27172
STRG.68256.1.p1	4-XM_046930914.1	STRG.68256
STRG.39440.11.p2	XM_046915070.1	STRG.39440
STRG.96553.1.p1	XM_030007111.1	STRG.96553
STRG.68609.1.p15	XM_021416904.1	STRG.68609
STRG.94542.1.p1	12-XM_048930342.1	STRG.94542
STRG.77430.10.p1	2-SGA02538.1	STRG.77430
STRG.85182.1.p2	239-EPP37534.1	STRG.85182
STRG.95932.1.p1	XM_048932913.1	STRG.95932
STRG.39867.1.p1	3-KAF1445500.1	STRG.39867
STRG.90030.5.p1	XM_040685248.2	STRG.90030
STRG.52950.7.p1	2-XM_040698113.2	STRG.52950
STRG.107953.1.p1	64-XM_040695137.1	STRG.107953
STRG.59741.1.p1	12-EPP28206.1	STRG.59741
STRG.91910.1.p1	XM_051776473.1	STRG.91910
STRG.110251.1.p1	46-SGA02415.1	STRG.110251
STRG.84561.1.p1	240-EPP37534.1	STRG.84561
STRG.12462.1.p1	3-PKU31484.1	STRG.12462
STRG.75431.1.p1	XM_032449384.1	STRG.75431
STRG.9124.1.p1	3-WP_143413434.1	STRG.9124
STRG.501.1.p1	65-XM_052665711.1	STRG.501
STRG.58084.10.p1	XM_040706122.1	STRG.58084
